acc_x,acc_y,acc_z,latitude,longitude,altitude,date,speed
-0.075461596,2.9300418,5.3612742,39.95918,116.349369,54.71,2020-11-23 00:33:48,0.0
-1.4053835,3.990029,2.8977466,39.95918,116.349369,54.71,2020-11-23 00:33:48,0.0
-1.7920303,4.0169625,0.56529593,39.95918,116.349369,54.71,2020-11-23 00:33:48,0.0
-4.5709805,4.3228087,-2.9677954,39.95918,116.349369,54.71,2020-11-23 00:33:48,0.0
-5.946989,4.61429,-2.8049965,39.959177,116.349367,54.3,2020-11-23 00:33:48,0.0
-8.357846,4.30605,-3.0055022,39.959177,116.349367,54.3,2020-11-23 00:33:48,0.0
-8.840257,4.01816,-3.4262652,39.959177,116.349367,54.3,2020-11-23 00:33:48,0.0
-9.334639,3.3484106,-3.6165962,39.959177,116.349367,54.3,2020-11-23 00:33:48,0.0
-11.072755,2.996478,-3.52981,39.959177,116.349367,54.3,2020-11-23 00:33:48,0.0
-12.169252,2.80495,-3.3316984,39.959177,116.349367,54.3,2020-11-23 00:33:48,0.0
-13.705067,3.9343662,-3.7943578,39.959177,116.349367,54.3,2020-11-23 00:33:48,0.0
-13.417175,3.6590447,-3.948179,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
-11.53302,3.7398455,-3.0719385,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
-10.0397005,4.471243,-0.7197366,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
-9.163461,4.716638,1.332006,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
-6.175626,3.7069266,2.1238542,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
-4.9701967,4.416777,4.2486167,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
-4.1903186,3.8858857,5.3505006,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
-2.4845235,2.994084,5.4624248,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
-1.2276217,2.5583577,7.9331346,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
-1.0354953,1.6102948,9.037413,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
0.91928643,1.036908,9.877144,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
1.2239355,1.0357109,9.205001,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
0.8187343,0.6759977,9.9369955,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
-0.3400095,0.25762892,11.274099,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
-0.72665644,0.23368792,10.822813,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
-1.8877944,0.574847,10.66959,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
-2.0470018,0.9884276,10.1231365,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
-2.0206668,1.510341,9.117017,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
-4.343541,2.2213883,7.917573,39.959177,116.349367,54.3,2020-11-23 00:33:49,0.0
-5.908085,2.278847,9.128987,39.959177,116.349367,54.12,2020-11-23 00:33:49,0.0
-5.2048187,2.9779239,7.0090127,39.959177,116.349367,54.12,2020-11-23 00:33:49,0.0
-5.396346,3.6680226,5.7209873,39.959177,116.349367,54.12,2020-11-23 00:33:49,0.0
-5.4933076,3.6973505,6.2650466,39.959177,116.349367,54.12,2020-11-23 00:33:49,0.0
-5.7698255,3.692562,6.4434066,39.959177,116.349367,54.12,2020-11-23 00:33:49,0.0
-5.850028,3.7763555,6.331483,39.959177,116.349367,54.12,2020-11-23 00:33:49,0.0
-5.0773325,3.2322967,7.2472258,39.959177,116.349367,54.12,2020-11-23 00:33:49,0.0
-4.621257,2.957574,7.243634,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-4.140641,2.6158164,7.870888,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-3.5989764,2.0855236,8.654956,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-3.5373285,1.886813,8.947635,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-2.9908752,1.5612159,8.89676,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-3.201556,1.6366298,9.146943,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-3.265598,1.5695951,10.107575,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-2.9860868,1.6037109,10.717472,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-1.8213581,1.8108006,9.231335,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-1.3150063,1.7946403,8.716604,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-1.1917102,1.6102948,8.859651,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-1.2383951,1.8443179,9.441418,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-1.8674444,1.6521914,10.828797,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-1.5544162,1.4971735,10.267382,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-0.96846044,1.7012703,9.55813,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-0.7404225,1.5300922,9.306151,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-0.77693254,1.5558288,8.900352,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-1.7860451,1.7742904,8.995517,39.959177,116.349367,54.12,2020-11-23 00:33:50,0.0
-2.0386226,1.4468974,10.326036,39.959178,116.349365,53.77,2020-11-23 00:33:50,0.0
-1.2814888,0.9543116,10.296111,39.959178,116.349365,53.77,2020-11-23 00:33:50,0.0
-0.18259753,0.97885114,9.758037,39.959178,116.349365,53.77,2020-11-23 00:33:50,0.0
-0.0066312654,1.7317951,9.665863,39.959178,116.349365,53.77,2020-11-23 00:33:50,0.0
-0.35796526,2.2854307,9.120009,39.959178,116.349365,53.77,2020-11-23 00:33:50,0.0
